CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2017,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,74
2017,CA-614,Asian or Asian American,Alone,*
2017,CA-614,Asian or Asian American,In_Combination,14
2017,CA-614,"Black, African American or African",Alone,65
2017,CA-614,"Black, African American or African",In_Combination,50
2017,CA-614,Hispanic/Latina/e/o,Alone,134
2017,CA-614,Hispanic/Latina/e/o,In_Combination,422
2017,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2017,CA-614,Native Hawaiian or Pacific Islander,In_Combination,16
2017,CA-614,White,Alone,949
2017,CA-614,White,In_Combination,431
2018,All,"American Indian, Alaska Native, or Indigenous",Alone,2180
2018,All,"American Indian, Alaska Native, or Indigenous",In_Combination,7759
2018,All,Asian or Asian American,Alone,3109
2018,All,Asian or Asian American,In_Combination,1682
2018,All,"Black, African American or African",Alone,63659
2018,All,"Black, African American or African",In_Combination,8546
2018,All,Hispanic/Latina/e/o,Alone,4964
2018,All,Hispanic/Latina/e/o,In_Combination,65413
2018,All,Native Hawaiian or Pacific Islander,Alone,2045
2018,All,Native Hawaiian or Pacific Islander,In_Combination,1997
2018,All,White,Alone,58931
2018,All,White,In_Combination,62324
2018,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,116
2018,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,788
2018,CA-500,Asian or Asian American,Alone,435
2018,CA-500,Asian or Asian American,In_Combination,151
2018,CA-500,"Black, African American or African",Alone,1392
2018,CA-500,"Black, African American or African",In_Combination,425
2018,CA-500,Hispanic/Latina/e/o,Alone,291
2018,CA-500,Hispanic/Latina/e/o,In_Combination,4552
2018,CA-500,Native Hawaiian or Pacific Islander,Alone,158
2018,CA-500,Native Hawaiian or Pacific Islander,In_Combination,163
2018,CA-500,White,Alone,2409
2018,CA-500,White,In_Combination,4145
2018,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,98
2018,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,358
2018,CA-501,Asian or Asian American,Alone,237
2018,CA-501,Asian or Asian American,In_Combination,79
2018,CA-501,"Black, African American or African",Alone,2088
2018,CA-501,"Black, African American or African",In_Combination,308
2018,CA-501,Hispanic/Latina/e/o,Alone,298
2018,CA-501,Hispanic/Latina/e/o,In_Combination,1238
2018,CA-501,Native Hawaiian or Pacific Islander,Alone,134
2018,CA-501,Native Hawaiian or Pacific Islander,In_Combination,83
2018,CA-501,White,Alone,1044
2018,CA-501,White,In_Combination,1015
2018,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,80
2018,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,395
2018,CA-502,Asian or Asian American,Alone,149
2018,CA-502,Asian or Asian American,In_Combination,110
2018,CA-502,"Black, African American or African",Alone,3461
2018,CA-502,"Black, African American or African",In_Combination,523
2018,CA-502,Hispanic/Latina/e/o,Alone,40
2018,CA-502,Hispanic/Latina/e/o,In_Combination,1193
2018,CA-502,Native Hawaiian or Pacific Islander,Alone,97
2018,CA-502,Native Hawaiian or Pacific Islander,In_Combination,143
2018,CA-502,White,Alone,1000
2018,CA-502,White,In_Combination,1055
2018,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,138
2018,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,448
2018,CA-503,Asian or Asian American,Alone,109
2018,CA-503,Asian or Asian American,In_Combination,111
2018,CA-503,"Black, African American or African",Alone,5033
2018,CA-503,"Black, African American or African",In_Combination,907
2018,CA-503,Hispanic/Latina/e/o,Alone,66
2018,CA-503,Hispanic/Latina/e/o,In_Combination,2039
2018,CA-503,Native Hawaiian or Pacific Islander,Alone,124
2018,CA-503,Native Hawaiian or Pacific Islander,In_Combination,112
2018,CA-503,White,Alone,3480
2018,CA-503,White,In_Combination,2113
2018,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,61
2018,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,403
2018,CA-504,Asian or Asian American,Alone,26
2018,CA-504,Asian or Asian American,In_Combination,34
2018,CA-504,"Black, African American or African",Alone,200
2018,CA-504,"Black, African American or African",In_Combination,111
2018,CA-504,Hispanic/Latina/e/o,Alone,34
2018,CA-504,Hispanic/Latina/e/o,In_Combination,779
2018,CA-504,Native Hawaiian or Pacific Islander,Alone,31
2018,CA-504,Native Hawaiian or Pacific Islander,In_Combination,45
2018,CA-504,White,Alone,1601
2018,CA-504,White,In_Combination,682
2018,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,58
2018,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,470
2018,CA-505,Asian or Asian American,Alone,68
2018,CA-505,Asian or Asian American,In_Combination,60
2018,CA-505,"Black, African American or African",Alone,2030
2018,CA-505,"Black, African American or African",In_Combination,281
2018,CA-505,Hispanic/Latina/e/o,Alone,47
2018,CA-505,Hispanic/Latina/e/o,In_Combination,955
2018,CA-505,Native Hawaiian or Pacific Islander,Alone,94
2018,CA-505,Native Hawaiian or Pacific Islander,In_Combination,85
2018,CA-505,White,Alone,1877
2018,CA-505,White,In_Combination,692
2018,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,23
2018,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,79
2018,CA-506,Asian or Asian American,Alone,31
2018,CA-506,Asian or Asian American,In_Combination,33
2018,CA-506,"Black, African American or African",Alone,195
2018,CA-506,"Black, African American or African",In_Combination,115
2018,CA-506,Hispanic/Latina/e/o,Alone,27
2018,CA-506,Hispanic/Latina/e/o,In_Combination,1534
2018,CA-506,Native Hawaiian or Pacific Islander,Alone,34
2018,CA-506,Native Hawaiian or Pacific Islander,In_Combination,39
2018,CA-506,White,Alone,626
2018,CA-506,White,In_Combination,1478
2018,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-507,Asian or Asian American,Alone,15
2018,CA-507,Asian or Asian American,In_Combination,*
2018,CA-507,"Black, African American or African",Alone,285
2018,CA-507,"Black, African American or African",In_Combination,59
2018,CA-507,Hispanic/Latina/e/o,Alone,35
2018,CA-507,Hispanic/Latina/e/o,In_Combination,231
2018,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-507,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-507,White,Alone,679
2018,CA-507,White,In_Combination,239
2018,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,31
2018,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,164
2018,CA-508,Asian or Asian American,Alone,15
2018,CA-508,Asian or Asian American,In_Combination,21
2018,CA-508,"Black, African American or African",Alone,117
2018,CA-508,"Black, African American or African",In_Combination,53
2018,CA-508,Hispanic/Latina/e/o,Alone,41
2018,CA-508,Hispanic/Latina/e/o,In_Combination,644
2018,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-508,Native Hawaiian or Pacific Islander,In_Combination,24
2018,CA-508,White,Alone,891
2018,CA-508,White,In_Combination,584
2018,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,29
2018,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,41
2018,CA-509,Asian or Asian American,Alone,*
2018,CA-509,Asian or Asian American,In_Combination,*
2018,CA-509,"Black, African American or African",Alone,22
2018,CA-509,"Black, African American or African",In_Combination,*
2018,CA-509,Hispanic/Latina/e/o,Alone,11
2018,CA-509,Hispanic/Latina/e/o,In_Combination,66
2018,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-509,White,Alone,400
2018,CA-509,White,In_Combination,76
2018,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,310
2018,CA-510,Asian or Asian American,Alone,72
2018,CA-510,Asian or Asian American,In_Combination,79
2018,CA-510,"Black, African American or African",Alone,632
2018,CA-510,"Black, African American or African",In_Combination,331
2018,CA-510,Hispanic/Latina/e/o,Alone,117
2018,CA-510,Hispanic/Latina/e/o,In_Combination,2528
2018,CA-510,Native Hawaiian or Pacific Islander,Alone,54
2018,CA-510,Native Hawaiian or Pacific Islander,In_Combination,77
2018,CA-510,White,Alone,2384
2018,CA-510,White,In_Combination,2511
2018,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,73
2018,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,263
2018,CA-511,Asian or Asian American,Alone,205
2018,CA-511,Asian or Asian American,In_Combination,118
2018,CA-511,"Black, African American or African",Alone,3130
2018,CA-511,"Black, African American or African",In_Combination,452
2018,CA-511,Hispanic/Latina/e/o,Alone,216
2018,CA-511,Hispanic/Latina/e/o,In_Combination,2602
2018,CA-511,Native Hawaiian or Pacific Islander,Alone,104
2018,CA-511,Native Hawaiian or Pacific Islander,In_Combination,123
2018,CA-511,White,Alone,2397
2018,CA-511,White,In_Combination,2629
2018,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,32
2018,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,247
2018,CA-512,Asian or Asian American,Alone,213
2018,CA-512,Asian or Asian American,In_Combination,71
2018,CA-512,"Black, African American or African",Alone,724
2018,CA-512,"Black, African American or African",In_Combination,137
2018,CA-512,Hispanic/Latina/e/o,Alone,70
2018,CA-512,Hispanic/Latina/e/o,In_Combination,1433
2018,CA-512,Native Hawaiian or Pacific Islander,Alone,327
2018,CA-512,Native Hawaiian or Pacific Islander,In_Combination,52
2018,CA-512,White,Alone,1305
2018,CA-512,White,In_Combination,1271
2018,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,49
2018,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,105
2018,CA-513,Asian or Asian American,Alone,26
2018,CA-513,Asian or Asian American,In_Combination,17
2018,CA-513,"Black, African American or African",Alone,341
2018,CA-513,"Black, African American or African",In_Combination,78
2018,CA-513,Hispanic/Latina/e/o,Alone,106
2018,CA-513,Hispanic/Latina/e/o,In_Combination,1389
2018,CA-513,Native Hawaiian or Pacific Islander,Alone,12
2018,CA-513,Native Hawaiian or Pacific Islander,In_Combination,18
2018,CA-513,White,Alone,967
2018,CA-513,White,In_Combination,1311
2018,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,60
2018,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,87
2018,CA-514,Asian or Asian American,Alone,54
2018,CA-514,Asian or Asian American,In_Combination,*
2018,CA-514,"Black, African American or African",Alone,532
2018,CA-514,"Black, African American or African",In_Combination,89
2018,CA-514,Hispanic/Latina/e/o,Alone,29
2018,CA-514,Hispanic/Latina/e/o,In_Combination,1010
2018,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-514,Native Hawaiian or Pacific Islander,In_Combination,16
2018,CA-514,White,Alone,706
2018,CA-514,White,In_Combination,957
2018,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,23
2018,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,110
2018,CA-515,Asian or Asian American,Alone,14
2018,CA-515,Asian or Asian American,In_Combination,19
2018,CA-515,"Black, African American or African",Alone,102
2018,CA-515,"Black, African American or African",In_Combination,76
2018,CA-515,Hispanic/Latina/e/o,Alone,15
2018,CA-515,Hispanic/Latina/e/o,In_Combination,274
2018,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-515,Native Hawaiian or Pacific Islander,In_Combination,26
2018,CA-515,White,Alone,897
2018,CA-515,White,In_Combination,347
2018,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,12
2018,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,24
2018,CA-516,Asian or Asian American,Alone,*
2018,CA-516,Asian or Asian American,In_Combination,*
2018,CA-516,"Black, African American or African",Alone,21
2018,CA-516,"Black, African American or African",In_Combination,12
2018,CA-516,Hispanic/Latina/e/o,Alone,*
2018,CA-516,Hispanic/Latina/e/o,In_Combination,31
2018,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-516,White,Alone,416
2018,CA-516,White,In_Combination,61
2018,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,16
2018,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,86
2018,CA-517,Asian or Asian American,Alone,*
2018,CA-517,Asian or Asian American,In_Combination,*
2018,CA-517,"Black, African American or African",Alone,38
2018,CA-517,"Black, African American or African",In_Combination,13
2018,CA-517,Hispanic/Latina/e/o,Alone,*
2018,CA-517,Hispanic/Latina/e/o,In_Combination,312
2018,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-517,White,Alone,510
2018,CA-517,White,In_Combination,262
2018,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Asian or Asian American,Alone,*
2018,CA-518,Asian or Asian American,In_Combination,17
2018,CA-518,"Black, African American or African",Alone,345
2018,CA-518,"Black, African American or African",In_Combination,64
2018,CA-518,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,White,Alone,269
2018,CA-518,White,In_Combination,135
2018,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2018,CA-519,Asian or Asian American,Alone,*
2018,CA-519,Asian or Asian American,In_Combination,*
2018,CA-519,"Black, African American or African",Alone,109
2018,CA-519,"Black, African American or African",In_Combination,57
2018,CA-519,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Hispanic/Latina/e/o,In_Combination,178
2018,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-519,White,Alone,1031
2018,CA-519,White,In_Combination,221
2018,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-520,Asian or Asian American,Alone,*
2018,CA-520,Asian or Asian American,In_Combination,*
2018,CA-520,"Black, African American or African",Alone,182
2018,CA-520,"Black, African American or African",In_Combination,15
2018,CA-520,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Hispanic/Latina/e/o,In_Combination,290
2018,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,White,Alone,382
2018,CA-520,White,In_Combination,288
2018,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Asian or Asian American,Alone,*
2018,CA-521,Asian or Asian American,In_Combination,*
2018,CA-521,"Black, African American or African",Alone,188
2018,CA-521,"Black, African American or African",In_Combination,64
2018,CA-521,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,White,Alone,368
2018,CA-521,White,In_Combination,267
2018,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Asian or Asian American,Alone,*
2018,CA-522,Asian or Asian American,In_Combination,*
2018,CA-522,"Black, African American or African",Alone,48
2018,CA-522,"Black, African American or African",In_Combination,25
2018,CA-522,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Native Hawaiian or Pacific Islander,In_Combination,15
