CALENDAR_YEAR,LOCATION_ID,LOCATION,GENDER,EXPERIENCING_HOMELESSNESS_CNT
2024,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-609,San Bernardino County CoC,Transgender,*
2024,CA-611,Ventura County CoC,Cisgender Man,1297
2024,CA-611,Ventura County CoC,Cisgender Woman,980
2024,CA-611,Ventura County CoC,Client doesn't know,37
2024,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-611,Ventura County CoC,Questioning,*
2024,CA-611,Ventura County CoC,Transgender,14
2024,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,263
2024,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,259
2024,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-612,Glendale CoC (Los Angeles County),Transgender,12
2024,CA-613,Imperial County CoC,Cisgender Man,508
2024,CA-613,Imperial County CoC,Cisgender Woman,657
2024,CA-613,Imperial County CoC,Client doesn't know,*
2024,CA-613,Imperial County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-613,Imperial County CoC,Transgender,*
2024,CA-614,San Luis Obispo County CoC,Cisgender Man,1413
2024,CA-614,San Luis Obispo County CoC,Cisgender Woman,1111
2024,CA-614,San Luis Obispo County CoC,Client doesn't know,13
2024,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2024,CA-614,San Luis Obispo County CoC,Transgender,*
